word,sentence,index,label
damor,"Theobroma species are used as food plants by the larvae of some moths of the genus Endoclita including E. chalybeatus , E. damor , E. hosei and E. sericeus .",22,0.684210526
chalybeatus,"Theobroma species are used as food plants by the larvae of some moths of the genus Endoclita including E. chalybeatus , E. damor , E. hosei and E. sericeus .",19,0.947368421
species,"Theobroma species are used as food plants by the larvae of some moths of the genus Endoclita including E. chalybeatus , E. damor , E. hosei and E. sericeus .",1,0.052631579
larvae,"Theobroma species are used as food plants by the larvae of some moths of the genus Endoclita including E. chalybeatus , E. damor , E. hosei and E. sericeus .",9,0.421052632
genus,"Theobroma species are used as food plants by the larvae of some moths of the genus Endoclita including E. chalybeatus , E. damor , E. hosei and E. sericeus .",15,0.421052632
hosei,"Theobroma species are used as food plants by the larvae of some moths of the genus Endoclita including E. chalybeatus , E. damor , E. hosei and E. sericeus .",25,0.789473684
are,"Theobroma species are used as food plants by the larvae of some moths of the genus Endoclita including E. chalybeatus , E. damor , E. hosei and E. sericeus .",2,0
used,"Theobroma species are used as food plants by the larvae of some moths of the genus Endoclita including E. chalybeatus , E. damor , E. hosei and E. sericeus .",3,0
food,"Theobroma species are used as food plants by the larvae of some moths of the genus Endoclita including E. chalybeatus , E. damor , E. hosei and E. sericeus .",5,0
plants,"Theobroma species are used as food plants by the larvae of some moths of the genus Endoclita including E. chalybeatus , E. damor , E. hosei and E. sericeus .",6,0
including,"Theobroma species are used as food plants by the larvae of some moths of the genus Endoclita including E. chalybeatus , E. damor , E. hosei and E. sericeus .",17,0
examples,"Some examples include Franklin from Canada and Tweenies , Connie the Cow , Tiny Planets , and 64 Zoo Lane from the UK .",1,0
include,"Some examples include Franklin from Canada and Tweenies , Connie the Cow , Tiny Planets , and 64 Zoo Lane from the UK .",2,0
village,"In 1756 , the village was destroyed by John Armstrong , Sr. at the Battle of Kittanning during the French and Indian War .",4,0
was,"In 1756 , the village was destroyed by John Armstrong , Sr. at the Battle of Kittanning during the French and Indian War .",5,0
destroyed,"In 1756 , the village was destroyed by John Armstrong , Sr. at the Battle of Kittanning during the French and Indian War .",6,0
french,"In 1756 , the village was destroyed by John Armstrong , Sr. at the Battle of Kittanning during the French and Indian War .",19,0
band,"The band was officially formed in 1999 , known at that time as Imagica , a name taken from a novel by Clive Barker .",1,0
was,"The band was officially formed in 1999 , known at that time as Imagica , a name taken from a novel by Clive Barker .",2,0
officially,"The band was officially formed in 1999 , known at that time as Imagica , a name taken from a novel by Clive Barker .",3,0
formed,"The band was officially formed in 1999 , known at that time as Imagica , a name taken from a novel by Clive Barker .",4,0
known,"The band was officially formed in 1999 , known at that time as Imagica , a name taken from a novel by Clive Barker .",8,0
time,"The band was officially formed in 1999 , known at that time as Imagica , a name taken from a novel by Clive Barker .",11,0
name,"The band was officially formed in 1999 , known at that time as Imagica , a name taken from a novel by Clive Barker .",16,0
taken,"The band was officially formed in 1999 , known at that time as Imagica , a name taken from a novel by Clive Barker .",17,0
novel,"The band was officially formed in 1999 , known at that time as Imagica , a name taken from a novel by Clive Barker .",20,0
custody,"Herbert Ernst Backe , the former minister for agriculture who should also have been tried , committed suicide on April 6 , 1947 while in custody awaiting the trial .",25,0.105263158
tried,"Herbert Ernst Backe , the former minister for agriculture who should also have been tried , committed suicide on April 6 , 1947 while in custody awaiting the trial .",14,0.052631579
agriculture,"Herbert Ernst Backe , the former minister for agriculture who should also have been tried , committed suicide on April 6 , 1947 while in custody awaiting the trial .",8,0.052631579
former,"Herbert Ernst Backe , the former minister for agriculture who should also have been tried , committed suicide on April 6 , 1947 while in custody awaiting the trial .",5,0
minister,"Herbert Ernst Backe , the former minister for agriculture who should also have been tried , committed suicide on April 6 , 1947 while in custody awaiting the trial .",6,0
also,"Herbert Ernst Backe , the former minister for agriculture who should also have been tried , committed suicide on April 6 , 1947 while in custody awaiting the trial .",11,0
have,"Herbert Ernst Backe , the former minister for agriculture who should also have been tried , committed suicide on April 6 , 1947 while in custody awaiting the trial .",12,0
been,"Herbert Ernst Backe , the former minister for agriculture who should also have been tried , committed suicide on April 6 , 1947 while in custody awaiting the trial .",13,0
committed,"Herbert Ernst Backe , the former minister for agriculture who should also have been tried , committed suicide on April 6 , 1947 while in custody awaiting the trial .",16,0
suicide,"Herbert Ernst Backe , the former minister for agriculture who should also have been tried , committed suicide on April 6 , 1947 while in custody awaiting the trial .",17,0
awaiting,"Herbert Ernst Backe , the former minister for agriculture who should also have been tried , committed suicide on April 6 , 1947 while in custody awaiting the trial .",26,0
trial,"Herbert Ernst Backe , the former minister for agriculture who should also have been tried , committed suicide on April 6 , 1947 while in custody awaiting the trial .",28,0
resemble,"It resembles five deep spoons with the handles linked , or , alternately , the hammocks resemble five fig halves .",16,0.105263158
handles,"It resembles five deep spoons with the handles linked , or , alternately , the hammocks resemble five fig halves .",7,0.052631579
halves,"It resembles five deep spoons with the handles linked , or , alternately , the hammocks resemble five fig halves .",19,0.105263158
hammocks,"It resembles five deep spoons with the handles linked , or , alternately , the hammocks resemble five fig halves .",15,0.526315789
resembles,"It resembles five deep spoons with the handles linked , or , alternately , the hammocks resemble five fig halves .",1,0.052631579
fig,"It resembles five deep spoons with the handles linked , or , alternately , the hammocks resemble five fig halves .",18,0.157894737
deep,"It resembles five deep spoons with the handles linked , or , alternately , the hammocks resemble five fig halves .",3,0
spoons,"It resembles five deep spoons with the handles linked , or , alternately , the hammocks resemble five fig halves .",4,0
linked,"It resembles five deep spoons with the handles linked , or , alternately , the hammocks resemble five fig halves .",8,0
alternately,"It resembles five deep spoons with the handles linked , or , alternately , the hammocks resemble five fig halves .",12,0
laughter,"The energy is created by the laughter of the children when playing with the Boohbahs , the Boohball , and the Storypeople .",6,0.052631579
energy,"The energy is created by the laughter of the children when playing with the Boohbahs , the Boohball , and the Storypeople .",1,0
is,"The energy is created by the laughter of the children when playing with the Boohbahs , the Boohball , and the Storypeople .",2,0
created,"The energy is created by the laughter of the children when playing with the Boohbahs , the Boohball , and the Storypeople .",3,0
children,"The energy is created by the laughter of the children when playing with the Boohbahs , the Boohball , and the Storypeople .",9,0
playing,"The energy is created by the laughter of the children when playing with the Boohbahs , the Boohball , and the Storypeople .",11,0
hosting,He is probably best known for hosting the game show Trash to Treasure and his role as `` Dude '' in The N 's television series About a Girl .,6,0.105263158
dude,He is probably best known for hosting the game show Trash to Treasure and his role as `` Dude '' in The N 's television series About a Girl .,18,0.052631579
is,He is probably best known for hosting the game show Trash to Treasure and his role as `` Dude '' in The N 's television series About a Girl .,1,0
probably,He is probably best known for hosting the game show Trash to Treasure and his role as `` Dude '' in The N 's television series About a Girl .,2,0
best,He is probably best known for hosting the game show Trash to Treasure and his role as `` Dude '' in The N 's television series About a Girl .,3,0
known,He is probably best known for hosting the game show Trash to Treasure and his role as `` Dude '' in The N 's television series About a Girl .,4,0
game,He is probably best known for hosting the game show Trash to Treasure and his role as `` Dude '' in The N 's television series About a Girl .,8,0
show,He is probably best known for hosting the game show Trash to Treasure and his role as `` Dude '' in The N 's television series About a Girl .,9,0
role,He is probably best known for hosting the game show Trash to Treasure and his role as `` Dude '' in The N 's television series About a Girl .,15,0
television,He is probably best known for hosting the game show Trash to Treasure and his role as `` Dude '' in The N 's television series About a Girl .,24,0
series,He is probably best known for hosting the game show Trash to Treasure and his role as `` Dude '' in The N 's television series About a Girl .,25,0
starred,"Sandy has starred in many theatrical productions , including the one man show Full Committed , in which he played 40 characters .",2,0.105263158
theatrical,"Sandy has starred in many theatrical productions , including the one man show Full Committed , in which he played 40 characters .",5,0.052631579
sandy,"Sandy has starred in many theatrical productions , including the one man show Full Committed , in which he played 40 characters .",0,0
has,"Sandy has starred in many theatrical productions , including the one man show Full Committed , in which he played 40 characters .",1,0
productions,"Sandy has starred in many theatrical productions , including the one man show Full Committed , in which he played 40 characters .",6,0
including,"Sandy has starred in many theatrical productions , including the one man show Full Committed , in which he played 40 characters .",8,0
one,"Sandy has starred in many theatrical productions , including the one man show Full Committed , in which he played 40 characters .",10,0
man,"Sandy has starred in many theatrical productions , including the one man show Full Committed , in which he played 40 characters .",11,0
show,"Sandy has starred in many theatrical productions , including the one man show Full Committed , in which he played 40 characters .",12,0
played,"Sandy has starred in many theatrical productions , including the one man show Full Committed , in which he played 40 characters .",19,0
characters,"Sandy has starred in many theatrical productions , including the one man show Full Committed , in which he played 40 characters .",21,0
motor,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",14,0.052631579
copra,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",2,0.736842105
cotton,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",11,0.052631579
fish,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",0,0
are,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",3,0
country,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",5,0
major,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",7,0
exports,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",8,0
goods,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",12,0
vehicles,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",15,0
meats,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",17,0
sugar,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",20,0
are,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",21,0
major,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",23,0
imports,"Fish and copra are the country 's major exports , and cotton goods , motor vehicles , meats , and sugar are the major imports .",24,0
brand,"In common with all London transport authorities from 1933 to 2000 , the public name and operational brand of the organization was London Transport .",17,0.052631579
common,"In common with all London transport authorities from 1933 to 2000 , the public name and operational brand of the organization was London Transport .",1,0
transport,"In common with all London transport authorities from 1933 to 2000 , the public name and operational brand of the organization was London Transport .",5,0
authorities,"In common with all London transport authorities from 1933 to 2000 , the public name and operational brand of the organization was London Transport .",6,0
public,"In common with all London transport authorities from 1933 to 2000 , the public name and operational brand of the organization was London Transport .",13,0
name,"In common with all London transport authorities from 1933 to 2000 , the public name and operational brand of the organization was London Transport .",14,0
operational,"In common with all London transport authorities from 1933 to 2000 , the public name and operational brand of the organization was London Transport .",16,0
organization,"In common with all London transport authorities from 1933 to 2000 , the public name and operational brand of the organization was London Transport .",20,0
was,"In common with all London transport authorities from 1933 to 2000 , the public name and operational brand of the organization was London Transport .",21,0
tympanic,"The structure is known as the middle ear , and is made up of the incus , stapes , malleus , and tympanic membrane .",22,0.684210526
malleus,"The structure is known as the middle ear , and is made up of the incus , stapes , malleus , and tympanic membrane .",19,1
membrane,"The structure is known as the middle ear , and is made up of the incus , stapes , malleus , and tympanic membrane .",23,0
incus,"The structure is known as the middle ear , and is made up of the incus , stapes , malleus , and tympanic membrane .",15,0.947368421
ear,"The structure is known as the middle ear , and is made up of the incus , stapes , malleus , and tympanic membrane .",7,0.052631579
stapes,"The structure is known as the middle ear , and is made up of the incus , stapes , malleus , and tympanic membrane .",17,0.947368421
structure,"The structure is known as the middle ear , and is made up of the incus , stapes , malleus , and tympanic membrane .",1,0
is,"The structure is known as the middle ear , and is made up of the incus , stapes , malleus , and tympanic membrane .",2,0
known,"The structure is known as the middle ear , and is made up of the incus , stapes , malleus , and tympanic membrane .",3,0
middle,"The structure is known as the middle ear , and is made up of the incus , stapes , malleus , and tympanic membrane .",6,0
is,"The structure is known as the middle ear , and is made up of the incus , stapes , malleus , and tympanic membrane .",10,0
made,"The structure is known as the middle ear , and is made up of the incus , stapes , malleus , and tympanic membrane .",11,0
fertility,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,23,0.157894737
conceive,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,13,0.105263158
undergo,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,19,0.210526316
doctors,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,0,0
recommend,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,1,0
women,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,3,0
have,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,7,0
been,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,8,0
unsuccessful,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,9,0
trying,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,11,0
more,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,15,0
months,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,18,0
kind,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,21,0
testing,Doctors recommend that women over 30 who have been unsuccessful in trying to conceive for more than 6 months undergo some kind of fertility testing .,24,0
